"Team","Date","GP","TOI","CF","CA","C+/-","CF%","CF/60","CA/60","GF","GA","G+/-","GF%","GF/60","GA/60","xGF","xGA","xG+/-","xGF%","xGF/60","xGA/60","PENT","PEND","P+/-","Sh%","Sv%","PDO"
"ANA",2017-12-16,1,61.97,54.45,57.38,-2.93,48.69,52.72,55.56,1.19,2.11,-0.92,36.08,1.15,2.04,2.16,3.35,-1.19,39.16,2.09,3.25,1,2,1,4.43,90.74,95.17
"ANA",2017-12-18,1,58.15,46.02,39.24,6.79,53.98,47.49,40.48,2.74,2.5,0.25,52.34,2.83,2.58,1.54,1.98,-0.44,43.72,1.59,2.05,2,2,0,11.18,90.72,101.91
"ANA",2017-12-19,1,60,48.67,48.32,0.34,50.18,48.67,48.32,0.83,4.19,-3.37,16.45,0.83,4.19,1.99,2.92,-0.93,40.53,1.99,2.92,2,2,0,2.49,87.27,89.76
"ANA",2017-12-21,1,64.05,58.83,43.96,14.87,57.23,55.11,41.18,3.57,2.41,1.16,59.74,3.34,2.25,3.29,1.91,1.38,63.24,3.08,1.79,4,3,-1,10.01,88.77,98.78
"ANA",2017-12-23,1,60,48.75,49.75,-1,49.49,48.75,49.75,4.77,0,4.77,100,4.77,0,3.38,2.17,1.21,60.92,3.38,2.17,3,3,0,17.89,100,117.89
"ANA",2017-12-27,1,60,54.15,46.13,8.02,54,54.15,46.13,1.07,3.02,-1.94,26.24,1.07,3.02,3.05,1.97,1.09,60.81,3.05,1.97,2,2,0,4.35,87.51,91.86
"ANA",2017-12-29,1,60,50.81,50.52,0.3,50.15,50.81,50.52,1.23,0.83,0.4,59.76,1.23,0.83,2.05,1.83,0.23,52.94,2.05,1.83,5,8,3,3.7,95.87,99.57
"ANA",2017-12-31,1,60,49.97,47.69,2.28,51.17,49.97,47.69,3.93,0.76,3.18,83.88,3.93,0.76,2.77,1.48,1.29,65.14,2.77,1.48,4,1,-3,16.62,96.29,112.92
"ANA",2018-01-02,1,60,44.53,44.51,0.03,50.01,44.53,44.51,5.04,0,5.04,100,5.04,0,2.51,1.98,0.53,55.87,2.51,1.98,5,3,-2,17.34,100,117.34
"ANA",2018-01-04,1,65,49.67,53.77,-4.1,48.02,45.85,49.63,0.32,1.11,-0.79,22.27,0.29,1.02,2.17,2.41,-0.24,47.34,2,2.23,5,2,-3,1,95.99,96.98
"ANA",2018-01-06,1,60,41.11,55.97,-14.86,42.35,41.11,55.97,3.04,3.44,-0.4,46.91,3.04,3.44,2,2.21,-0.21,47.45,2,2.21,9,9,0,11.19,87.55,98.74
"ANA",2018-01-13,1,60,44.21,47.93,-3.73,47.98,44.21,47.93,2.48,1.98,0.5,55.6,2.48,1.98,1.62,2.01,-0.39,44.64,1.62,2.01,5,5,0,11.88,91.29,103.16
"ANA",2018-01-15,1,60,46.77,45.93,0.83,50.45,46.77,45.93,1,2.28,-1.28,30.45,1,2.28,2.81,1.72,1.09,62.07,2.81,1.72,6,2,-4,3.3,90.51,93.81
"ANA",2018-01-17,1,60,53.3,45.96,7.35,53.7,53.3,45.96,5.53,2.05,3.48,73,5.53,2.05,3.55,2.56,0.99,58.09,3.55,2.56,7,5,-2,16.01,92.26,108.26
"ANA",2018-01-19,1,60,57.68,52.78,4.9,52.22,57.68,52.78,1.66,0.78,0.88,68.06,1.66,0.78,2.62,2.14,0.48,55.05,2.62,2.14,1,2,1,5.72,96.41,102.13
"ANA",2018-01-21,1,60,69.71,44.71,25,60.93,69.71,44.71,1.11,4.45,-3.34,19.96,1.11,4.45,3.27,1.74,1.52,65.21,3.27,1.74,5,3,-2,3.52,80.02,83.54
"ANA",2018-01-23,1,60,49.72,52.63,-2.91,48.58,49.72,52.63,5.37,3.61,1.77,59.83,5.37,3.61,3.42,3.42,-0.01,49.95,3.42,3.42,3,6,3,17.85,90.82,108.66
"ARI",2017-10-05,1,60,58.34,52.78,5.56,52.5,58.34,52.78,2.58,5.11,-2.53,33.55,2.58,5.11,3.01,2.99,0.02,50.14,3.01,2.99,4,5,1,7.79,84.01,91.8
"ARI",2017-10-07,1,62.67,50.9,62.34,-11.44,44.95,48.73,59.69,0.88,0.39,0.49,69.03,0.84,0.38,2.43,2.54,-0.11,48.87,2.32,2.43,4,3,-1,3.84,98.87,102.71
"ARI",2017-10-10,1,60,45.18,48.65,-3.47,48.15,45.18,48.65,1.6,4.34,-2.74,26.91,1.6,4.34,2.07,1.53,0.55,57.58,2.07,1.53,3,3,0,6.01,83.81,89.82
"ARI",2017-10-12,1,60,49.67,57.56,-7.89,46.32,49.67,57.56,1.41,3.82,-2.42,26.9,1.41,3.82,2.04,1.78,0.27,53.51,2.04,1.78,4,7,3,5.07,89.36,94.43
"ARI",2017-10-14,1,60,56.48,53.81,2.67,51.21,56.48,53.81,1.04,4.84,-3.8,17.66,1.04,4.84,2,2.46,-0.47,44.78,2,2.46,3,3,0,3.82,82.74,86.56
"ARI",2017-10-17,1,60,39.84,54.4,-14.56,42.27,39.84,54.4,0.91,2.05,-1.14,30.71,0.91,2.05,2.07,3.35,-1.28,38.16,2.07,3.35,2,3,1,4.21,93.84,98.06
"ARI",2017-10-19,1,60,44.27,50.86,-6.59,46.54,44.27,50.86,3.1,4.14,-1.04,42.83,3.1,4.14,2.4,2.88,-0.48,45.44,2.4,2.88,2,4,2,12.12,85.93,98.05
"ARI",2017-10-21,1,60,54.59,55.1,-0.51,49.77,54.59,55.1,1.95,2.16,-0.21,47.4,1.95,2.16,2.46,2.57,-0.12,48.84,2.46,2.57,5,6,1,7.53,91.45,98.98
"ARI",2017-10-24,1,60,50.32,42.85,7.47,54.01,50.32,42.85,2.09,4.15,-2.06,33.5,2.09,4.15,2,1.73,0.27,53.67,2,1.73,3,3,0,7.77,80.55,88.32
"ARI",2017-10-26,1,60,36.69,57,-20.32,39.16,36.69,57,1.12,4.6,-3.47,19.62,1.12,4.6,1.53,4.35,-2.81,26.07,1.53,4.35,4,5,1,5.31,85.4,90.72
"ARI",2017-10-28,1,60,49.14,45.4,3.74,51.98,49.14,45.4,2.44,4.63,-2.19,34.54,2.44,4.63,1.62,2.74,-1.13,37.08,1.62,2.74,3,5,2,8.32,83.5,91.82
"ARI",2017-10-30,1,64.75,47.41,54.16,-6.76,46.67,43.93,50.19,2.69,1.47,1.22,64.71,2.5,1.36,2.12,2.24,-0.12,48.67,1.97,2.08,3,5,2,9.79,94.2,103.99
"ARI",2017-10-31,1,60,45.74,65.51,-19.77,41.11,45.74,65.51,3,4.26,-1.26,41.31,3,4.26,1.58,3.56,-1.97,30.81,1.58,3.56,1,2,1,10.13,89.89,100.02
"ARI",2017-11-02,1,60,60.48,50.26,10.22,54.61,60.48,50.26,3.29,5.8,-2.51,36.16,3.29,5.8,3.12,3.25,-0.12,49.05,3.12,3.25,2,2,0,12.75,80.84,93.59
"ARI",2017-11-04,1,65,44.16,62.21,-18.06,41.51,40.76,57.43,0.65,0.78,-0.13,45.53,0.6,0.72,1.41,2.24,-0.83,38.63,1.3,2.07,4,2,-2,2.75,97.67,100.41
"ARI",2017-11-06,1,64.23,45.73,73.9,-28.17,38.22,42.71,69.03,1.76,1.82,-0.06,49.14,1.64,1.7,1.39,2.7,-1.31,33.96,1.3,2.52,7,4,-3,6.76,94.97,101.73
"ARI",2017-11-07,1,60,43.29,43.51,-0.22,49.87,43.29,43.51,1.02,2.44,-1.42,29.48,1.02,2.44,1.29,2.67,-1.39,32.51,1.29,2.67,6,1,-5,4.81,91.89,96.7
"ARI",2017-11-09,1,65,46.06,60.18,-14.11,43.36,42.52,55.55,1.33,1.91,-0.58,41.13,1.23,1.76,1.8,2.27,-0.48,44.15,1.66,2.1,3,3,0,5.24,94.63,99.87
"ARI",2017-11-11,1,60,53.61,37.66,15.95,58.74,53.61,37.66,0.64,2.47,-1.82,20.65,0.64,2.47,1.45,1.63,-0.18,47.13,1.45,1.63,2,4,2,2.75,87.64,90.39
"ARI",2017-11-14,1,60,44.81,46.5,-1.69,49.08,44.81,46.5,0.79,3.65,-2.86,17.78,0.79,3.65,2.14,2.4,-0.26,47.15,2.14,2.4,4,6,2,2.87,88.34,91.21
"ARI",2017-11-16,1,60,47.97,59.76,-11.79,44.53,47.97,59.76,3.28,4.1,-0.82,44.45,3.28,4.1,2.66,2.16,0.5,55.22,2.66,2.16,8,9,1,12.26,87.41,99.68
"ARI",2017-11-18,1,61.38,41.35,54.29,-12.95,43.23,40.42,53.07,1.53,2,-0.47,43.41,1.5,1.95,1.85,2.11,-0.26,46.74,1.81,2.06,5,3,-2,6.55,93.24,99.79
"ARI",2017-11-20,1,60,39.19,54.12,-14.93,42,39.19,54.12,1.15,0.5,0.66,69.93,1.15,0.5,1.66,2.48,-0.82,40.12,1.66,2.48,1,4,3,4.55,97.99,102.55
"ARI",2017-11-22,1,60,44.53,48.36,-3.83,47.94,44.53,48.36,1.08,1.94,-0.86,35.75,1.08,1.94,1.72,2.2,-0.49,43.81,1.72,2.2,1,3,2,4.48,93.35,97.83
"ARI",2017-11-24,1,62.72,53.61,52.35,1.26,50.6,51.29,50.08,1.6,1.24,0.36,56.36,1.53,1.19,2.38,1.76,0.62,57.46,2.27,1.68,1,4,3,5.61,93.94,99.55
"ARI",2017-11-25,1,57.97,59.03,45.78,13.25,56.32,61.1,47.39,0.59,3.32,-2.73,15.11,0.61,3.44,1.7,1.11,0.59,60.42,1.76,1.15,5,5,0,2.02,87.56,89.58
"ARI",2017-11-28,1,64.33,59.52,56.51,3.02,51.3,55.51,52.7,1.16,2.44,-1.27,32.29,1.08,2.27,3.25,2.58,0.67,55.74,3.03,2.4,4,3,-1,4.5,88.76,93.26
"ARI",2017-11-30,1,60,49.29,59.57,-10.28,45.28,49.29,59.57,0,2.72,-2.72,0,0,2.72,2.2,3.64,-1.45,37.61,2.2,3.64,1,2,1,0,92.86,92.86
"ARI",2017-12-02,1,60,48.91,52.6,-3.69,48.18,48.91,52.6,5.01,0,5.01,100,5.01,0,1.6,1.75,-0.15,47.72,1.6,1.75,3,2,-1,19.88,100,119.88
"ARI",2017-12-03,1,63.85,49.81,75.78,-25.97,39.66,46.81,71.21,1.44,2.42,-0.98,37.29,1.35,2.27,2.41,2.71,-0.29,47.15,2.27,2.54,1,2,1,5.31,93.69,99.01
"ARI",2017-12-07,1,60,39.66,52.71,-13.05,42.93,39.66,52.71,1,5.12,-4.12,16.32,1,5.12,1.7,3.85,-2.15,30.62,1.7,3.85,4,0,-4,5.01,83.13,88.14
"ARI",2017-12-09,1,60,44.3,55.45,-11.15,44.41,44.3,55.45,0,1.22,-1.22,0,0,1.22,1.95,2.62,-0.66,42.75,1.95,2.62,2,4,2,0,96.43,96.43
"ARI",2017-12-10,1,60,47.32,54.61,-7.29,46.42,47.32,54.61,0.77,3.23,-2.46,19.26,0.77,3.23,2.1,2.95,-0.85,41.6,2.1,2.95,2,1,-1,2.75,90.66,93.41
"ARI",2017-12-14,1,60,45.07,74.93,-29.85,37.56,45.07,74.93,0.36,3.45,-3.09,9.45,0.36,3.45,1.86,4.05,-2.19,31.5,1.86,4.05,7,7,0,1.35,92.65,94
"ARI",2017-12-16,1,60,35,61.59,-26.59,36.24,35,61.59,2.13,4.56,-2.43,31.84,2.13,4.56,0.95,2.72,-1.77,25.95,0.95,2.72,5,3,-2,13.06,85.14,98.2
"ARI",2017-12-19,1,60,51.34,47.16,4.18,52.12,51.34,47.16,1.92,2.28,-0.36,45.69,1.92,2.28,2.74,1.59,1.15,63.35,2.74,1.59,2,5,3,6.62,90.69,97.31
"ARI",2017-12-22,1,64.55,47.31,50.43,-3.12,48.4,43.97,46.88,1.38,1.62,-0.24,45.92,1.28,1.51,3.49,1.46,2.03,70.53,3.25,1.36,2,2,0,5.26,89.43,94.69
"ARI",2017-12-23,1,60,63.08,55.59,7.48,53.15,63.08,55.59,4.75,4.08,0.67,53.77,4.75,4.08,1.75,2.36,-0.61,42.61,1.75,2.36,8,10,2,14.98,83.97,98.95
"ARI",2017-12-27,1,60,35.81,39.36,-3.55,47.64,35.81,39.36,2.76,1.09,1.68,71.79,2.76,1.09,1.78,1.07,0.71,62.4,1.78,1.07,2,4,2,13.26,94.85,108.11
"ARI",2017-12-28,1,60,61.56,50.35,11.22,55.01,61.56,50.35,3.18,6.93,-3.75,31.45,3.18,6.93,3.51,3.7,-0.19,48.69,3.51,3.7,3,8,5,11.29,79.86,91.15
"ARI",2017-12-31,1,60,47.69,49.97,-2.28,48.83,47.69,49.97,0.76,3.93,-3.18,16.12,0.76,3.93,1.48,2.77,-1.29,34.86,1.48,2.77,1,4,3,3.71,83.38,87.08
"ARI",2018-01-04,1,62.32,48.04,63.58,-15.54,43.04,46.25,61.22,1.61,1.92,-0.31,45.64,1.55,1.84,1.72,2.27,-0.55,43.06,1.65,2.19,2,2,0,7.2,94.16,101.36
"ARI",2018-01-06,1,65,65.9,41.01,24.9,61.65,60.84,37.85,0.37,0.81,-0.44,31.2,0.34,0.74,2.67,1.29,1.38,67.44,2.47,1.19,1,2,1,1.05,96.12,97.17
"ARI",2018-01-12,1,60,45.1,41.58,3.53,52.03,45.1,41.58,1.96,2.76,-0.79,41.61,1.96,2.76,1.86,2.06,-0.2,47.48,1.86,2.06,1,1,0,9.08,87.69,96.76
"ARI",2018-01-13,1,62.7,43.97,71.9,-27.94,37.94,42.07,68.81,4.73,4.02,0.71,54.05,4.52,3.85,1.9,4.41,-2.51,30.12,1.82,4.22,1,1,0,23.88,89.3,113.18
"ARI",2018-01-16,1,65,65.17,41.52,23.65,61.08,60.16,38.33,1.68,1.47,0.21,53.27,1.55,1.36,2.22,1.49,0.73,59.84,2.05,1.38,2,2,0,6.35,92.43,98.78
"ARI",2018-01-18,1,65,44.43,59.08,-14.65,42.92,41.01,54.54,2.07,1.82,0.25,53.17,1.91,1.68,1.26,1.82,-0.56,40.86,1.16,1.68,3,2,-1,7.76,95.03,102.79
"ARI",2018-01-20,1,60,67.06,39.22,27.84,63.1,67.06,39.22,4.52,0.72,3.8,86.29,4.52,0.72,3.35,1.29,2.06,72.19,3.35,1.29,4,4,0,10.92,96.59,107.51
"ARI",2018-01-22,1,62.35,63.26,44.17,19.08,58.88,60.87,42.51,2.38,1.93,0.45,55.16,2.29,1.86,2.77,2.14,0.62,56.34,2.66,2.06,2,2,0,8.76,93.52,102.28
"BOS",2017-10-05,1,60,56.06,33.05,23.01,62.91,56.06,33.05,2.3,1.31,0.99,63.72,2.3,1.31,2.43,2,0.43,54.84,2.43,2,8,6,-2,6.85,94.05,100.9
"BOS",2017-10-09,1,60,46.26,48.99,-2.73,48.57,46.26,48.99,0,4.43,-4.43,0,0,4.43,2.57,2.56,0.01,50.13,2.57,2.56,1,4,3,0,82.05,82.05
"BOS",2017-10-11,1,60,41.98,54.84,-12.86,43.36,41.98,54.84,2.41,3.97,-1.55,37.82,2.41,3.97,1.78,2.66,-0.87,40.16,1.78,2.66,7,6,-1,12.54,88.72,101.26
"BOS",2017-10-14,1,60,53.81,56.48,-2.67,48.79,53.81,56.48,4.84,1.04,3.8,82.34,4.84,1.04,2.46,2,0.47,55.22,2.46,2,3,3,0,17.26,96.18,113.44
"BOS",2017-10-15,1,60,38,48.11,-10.12,44.13,38,48.11,0.43,1.96,-1.53,17.86,0.43,1.96,0.88,1.73,-0.85,33.8,0.88,1.73,5,3,-2,2.27,92.29,94.57
"BOS",2017-10-19,1,60,58.53,38.85,19.68,60.1,58.53,38.85,3.74,2.26,1.48,62.37,3.74,2.26,3.56,1.82,1.74,66.18,3.56,1.82,8,9,1,11.55,88.91,100.46
"BOS",2017-10-21,1,62.98,53.85,62.42,-8.58,46.31,51.3,59.47,3.32,4.27,-0.95,43.78,3.17,4.07,1.93,3.06,-1.13,38.7,1.84,2.92,2,3,1,10.97,88.59,99.56
"BOS",2017-10-26,1,60,51.44,46.9,4.54,52.31,51.44,46.9,3.4,0.32,3.08,91.33,3.4,0.32,2.69,2.57,0.11,51.09,2.69,2.57,6,2,-4,10.66,98.76,109.42
"BOS",2017-10-28,1,64.98,48.93,59.47,-10.53,45.14,45.18,54.91,0.88,1.57,-0.69,35.9,0.81,1.45,2.18,3.22,-1.04,40.34,2.01,2.97,3,3,0,3.37,95.19,98.56
"BOS",2017-10-30,1,65,52.86,51.31,1.55,50.74,48.79,47.36,1.58,2.58,-1.01,37.91,1.46,2.39,3.11,2.2,0.9,58.52,2.87,2.03,10,6,-4,6.44,91.03,97.48
"BOS",2017-11-02,1,60,55.76,41.77,13.98,57.17,55.76,41.77,1.91,0.99,0.92,65.83,1.91,0.99,3.12,1.86,1.26,62.69,3.12,1.86,3,1,-2,7.71,95.66,103.37
"BOS",2017-11-04,1,60,44.08,46.29,-2.21,48.78,44.08,46.29,1.35,2.68,-1.33,33.54,1.35,2.68,1.85,2.44,-0.6,43.05,1.85,2.44,2,4,2,5.06,91.14,96.2
"BOS",2017-11-06,1,60,54.39,38.25,16.14,58.71,54.39,38.25,4.05,4.37,-0.33,48.07,4.05,4.37,2.48,2.6,-0.12,48.8,2.48,2.6,3,5,2,13.31,82.18,95.49
"BOS",2017-11-08,1,60,51.39,55.95,-4.56,47.88,51.39,55.95,1.94,3.48,-1.54,35.82,1.94,3.48,2.33,3.04,-0.71,43.41,2.33,3.04,1,4,3,7.59,89.8,97.38
"BOS",2017-11-10,1,61.12,58.47,56.08,2.39,51.04,57.4,55.06,1.41,1.33,0.08,51.54,1.39,1.3,3.11,3.15,-0.04,49.67,3.05,3.09,6,4,-2,3.81,95.05,98.86
"BOS",2017-11-11,1,60,46.41,47.35,-0.95,49.5,46.41,47.35,0.87,2.47,-1.6,25.96,0.87,2.47,2.37,1.55,0.83,60.53,2.37,1.55,5,6,1,2.75,90.9,93.65
"BOS",2017-11-15,1,60,54.45,53.78,0.68,50.31,54.45,53.78,1.61,3.83,-2.22,29.56,1.61,3.83,2.99,3.36,-0.37,47.06,2.99,3.36,0,2,2,4.65,86.71,91.35
"BOS",2017-11-16,1,60,52.55,45.66,6.9,53.51,52.55,45.66,1.63,0.36,1.27,81.93,1.63,0.36,1.99,1.83,0.16,52.14,1.99,1.83,6,5,-1,5.05,98.44,103.49
"BOS",2017-11-18,1,60,42.65,61.85,-19.2,40.81,42.65,61.85,2.95,0.88,2.08,77.13,2.95,0.88,2.22,2.81,-0.6,44.06,2.22,2.81,5,3,-2,15.33,96.97,112.3
"BOS",2017-11-22,1,65,48.26,62.35,-14.08,43.63,44.55,57.55,1.93,1.18,0.75,62.06,1.78,1.09,1.55,4.16,-2.61,27.17,1.43,3.84,4,5,1,7.17,97.06,104.23
"BOS",2017-11-24,1,60,49.06,44.04,5.03,52.7,49.06,44.04,3.58,2.22,1.36,61.75,3.58,2.22,1.93,2.24,-0.31,46.32,1.93,2.24,1,2,1,11.71,88.21,99.93
"BOS",2017-11-26,1,60,37.71,41.83,-4.12,47.41,37.71,41.83,1.42,2.95,-1.53,32.53,1.42,2.95,1.61,1.81,-0.2,47.06,1.61,1.81,2,2,0,6.43,90.51,96.94
"BOS",2017-11-29,1,60,56.3,36.64,19.66,60.57,56.3,36.64,3.17,1.38,1.78,69.6,3.17,1.38,2.48,1.2,1.27,67.28,2.48,1.2,5,5,0,9.9,91.61,101.51
"BOS",2017-12-02,1,60,53.63,40.73,12.9,56.84,53.63,40.73,2.63,0,2.63,100,2.63,0,2.01,1.19,0.83,62.9,2.01,1.19,7,3,-4,9.55,100,109.55
"BOS",2017-12-04,1,60,48.48,47.39,1.08,50.56,48.48,47.39,1.9,5.07,-3.17,27.28,1.9,5.07,2.12,2.44,-0.32,46.49,2.12,2.44,3,4,1,6.71,80.68,87.4
"BOS",2017-12-07,1,60,52.71,39.66,13.05,57.07,52.71,39.66,5.12,1,4.12,83.68,5.12,1,3.85,1.7,2.15,69.38,3.85,1.7,0,4,4,16.87,94.99,111.86
"BOS",2017-12-09,1,60,57.01,46.7,10.31,54.97,57.01,46.7,1.28,0.95,0.33,57.37,1.28,0.95,2.46,1.48,0.99,62.51,2.46,1.48,7,5,-2,3.37,96.25,99.62
"BOS",2017-12-13,1,60.58,43.41,43.61,-0.2,49.88,42.99,43.19,1.65,2.7,-1.06,37.85,1.63,2.68,1.66,1.77,-0.11,48.35,1.64,1.76,3,3,0,6.75,91.49,98.24
"BOS",2017-12-14,1,60,54.91,44.69,10.22,55.13,54.91,44.69,1.54,4.74,-3.2,24.51,1.54,4.74,2.41,2.51,-0.1,48.94,2.41,2.51,6,7,1,5.13,79.9,85.03
"BOS",2017-12-16,1,61.93,60.75,47.44,13.31,56.15,58.86,45.96,1.29,1.49,-0.2,46.42,1.25,1.44,2.63,2.07,0.56,55.97,2.55,2,5,7,2,3.92,94.77,98.69
